locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHKFPPHE_02932	CDS	726	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AHKFPPHE_02933	CDS	570	lptA			Lipopolysaccharide export system protein LptA
AHKFPPHE_02934	CDS	600	lptC			Lipopolysaccharide export system protein LptC
AHKFPPHE_02935	CDS	582	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AHKFPPHE_02936	CDS	1080	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
AHKFPPHE_02937	CDS	813	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
AHKFPPHE_02938	CDS	783	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
AHKFPPHE_02939	CDS	450	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
AHKFPPHE_02940	CDS	654	mlaC		COG2854	putative phospholipid-binding protein MlaC
AHKFPPHE_02941	CDS	312				hypothetical protein
AHKFPPHE_02942	CDS	249	ibaG		COG5007	Acid stress protein IbaG
AHKFPPHE_02943	CDS	1263	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AHKFPPHE_02944	CDS	651	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AHKFPPHE_02945	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AHKFPPHE_02946	CDS	1062	hisC_4	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
AHKFPPHE_02947	CDS	123				hypothetical protein
AHKFPPHE_02948	CDS	744			COG0327	GTP cyclohydrolase 1 type 2 
AHKFPPHE_02949	CDS	438				hypothetical protein
AHKFPPHE_02950	CDS	1137	zapE		COG1485	Cell division protein ZapE
AHKFPPHE_02951	CDS	1827				hypothetical protein
AHKFPPHE_02952	CDS	1362				putative protein
AHKFPPHE_02953	CDS	2691	malT_2			HTH-type transcriptional regulator MalT
AHKFPPHE_02954	CDS	897	yihG_2	2.3.-.-	COG0204	putative acyltransferase YihG
AHKFPPHE_02955	CDS	819				hypothetical protein
AHKFPPHE_02956	CDS	2190				hypothetical protein
AHKFPPHE_02957	CDS	561				hypothetical protein
AHKFPPHE_02958	CDS	2085	barA_3	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
AHKFPPHE_02959	CDS	750	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
AHKFPPHE_02960	CDS	249				hypothetical protein
AHKFPPHE_02961	CDS	630	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
AHKFPPHE_02962	CDS	876	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
AHKFPPHE_02963	CDS	1221	epsF_2		COG1459	Type II secretion system protein F
AHKFPPHE_02964	CDS	1713				hypothetical protein
AHKFPPHE_02965	CDS	516	fimA			Fimbrial protein
AHKFPPHE_02966	CDS	1164				hypothetical protein
AHKFPPHE_02967	CDS	492			COG3039	IS5 family transposase ISKpn26
AHKFPPHE_02968	CDS	2475				hypothetical protein
AHKFPPHE_02969	CDS	372				hypothetical protein
AHKFPPHE_02970	CDS	819	rimK_3	6.3.2.-		Ribosomal protein S6--L-glutamate ligase
AHKFPPHE_02971	CDS	1176	ldc	4.1.1.17		Lysine/ornithine decarboxylase
AHKFPPHE_02972	CDS	1149				hypothetical protein
AHKFPPHE_02973	CDS	396	ectC_1	4.2.1.108		L-ectoine synthase
AHKFPPHE_02974	CDS	1434	der_2			GTPase Der
AHKFPPHE_02975	CDS	1410				hypothetical protein
AHKFPPHE_02976	CDS	360				hypothetical protein
AHKFPPHE_02977	CDS	1989	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AHKFPPHE_02978	CDS	216				hypothetical protein
AHKFPPHE_02979	CDS	2244	icd	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
AHKFPPHE_02980	CDS	1200				hypothetical protein
AHKFPPHE_02981	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
AHKFPPHE_02982	CDS	1287				hypothetical protein
AHKFPPHE_02983	CDS	228				hypothetical protein
AHKFPPHE_02984	CDS	1101				hypothetical protein
AHKFPPHE_02985	CDS	3546	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
AHKFPPHE_02986	CDS	546				hypothetical protein
AHKFPPHE_02987	CDS	414	basR			Transcriptional regulatory protein BasR
AHKFPPHE_02988	CDS	273				hypothetical protein
AHKFPPHE_02989	CDS	237				hypothetical protein
AHKFPPHE_02990	CDS	534				hypothetical protein
AHKFPPHE_02991	CDS	666	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
AHKFPPHE_02992	CDS	657	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
AHKFPPHE_02993	CDS	1044				putative HTH-type transcriptional regulator
AHKFPPHE_02994	CDS	888	lip1_2	3.1.1.3		Lipase 1
AHKFPPHE_02995	CDS	1761				hypothetical protein
AHKFPPHE_02996	CDS	939				hypothetical protein
AHKFPPHE_02997	CDS	1284	ycaD			putative MFS-type transporter YcaD
AHKFPPHE_02998	CDS	426	slyA_1		COG1846	Transcriptional regulator SlyA
AHKFPPHE_02999	CDS	1392	emrB_1			Multidrug export protein EmrB
AHKFPPHE_03000	CDS	570	mneA			Putative manganese exporter
AHKFPPHE_03001	CDS	1056				hypothetical protein
AHKFPPHE_03002	CDS	1458				hypothetical protein
AHKFPPHE_03003	CDS	789				hypothetical protein
AHKFPPHE_03004	CDS	282				hypothetical protein
AHKFPPHE_03005	CDS	555				hypothetical protein
AHKFPPHE_03006	CDS	1716	nhaP2_2		COG3263	K(+)/H(+) antiporter NhaP2
AHKFPPHE_03007	tRNA	74				tRNA-Gly(ccc)
AHKFPPHE_03008	CDS	1311	ndh	1.6.99.3	COG1252	NADH dehydrogenase
AHKFPPHE_03009	CDS	624				hypothetical protein
AHKFPPHE_03010	CDS	852	lpxH_2	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
AHKFPPHE_03011	CDS	516	ectA	2.3.1.178		L-2,4-diaminobutyric acid acetyltransferase
AHKFPPHE_03012	CDS	1269	ectB	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate transaminase
AHKFPPHE_03013	CDS	1452	ask	2.7.2.4	COG0527	Aspartate kinase Ask_Ect
AHKFPPHE_03014	CDS	456				hypothetical protein
AHKFPPHE_03015	CDS	585	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AHKFPPHE_03016	CDS	762				hypothetical protein
AHKFPPHE_03017	CDS	636	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
AHKFPPHE_03018	CDS	2253				hypothetical protein
AHKFPPHE_03019	CDS	471	iorA_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
AHKFPPHE_03020	CDS	2199	iorB_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
AHKFPPHE_03021	CDS	1227	nicB	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
AHKFPPHE_03022	CDS	1113	pucA_2	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
AHKFPPHE_03023	CDS	420	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
AHKFPPHE_03024	CDS	1158	yqhD_1	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
AHKFPPHE_03025	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
AHKFPPHE_03026	CDS	684	hchA_2	4.2.1.130		Molecular chaperone Hsp31 and glyoxalase 3
AHKFPPHE_03027	CDS	1041	pbuE		COG2814	Purine efflux pump PbuE
AHKFPPHE_03028	CDS	1200	bepF_3			Efflux pump periplasmic linker BepF
AHKFPPHE_03029	CDS	3195	oqxB13			multidrug efflux RND transporter permease subunit OqxB13
AHKFPPHE_03030	CDS	1404	oprM		COG1538	Outer membrane protein OprM
AHKFPPHE_03031	CDS	912	rhaS_3			HTH-type transcriptional activator RhaS
AHKFPPHE_03032	CDS	1236	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
AHKFPPHE_03033	CDS	402				hypothetical protein
AHKFPPHE_03034	CDS	678				hypothetical protein
AHKFPPHE_03035	CDS	723	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AHKFPPHE_03036	CDS	477				hypothetical protein
AHKFPPHE_03037	CDS	432				hypothetical protein
AHKFPPHE_03038	CDS	426				hypothetical protein
AHKFPPHE_03039	CDS	408				hypothetical protein
AHKFPPHE_03040	CDS	513				hypothetical protein
AHKFPPHE_03041	CDS	306				hypothetical protein
AHKFPPHE_03042	CDS	273				hypothetical protein
AHKFPPHE_03043	CDS	276				hypothetical protein
AHKFPPHE_03044	CDS	801	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
AHKFPPHE_03045	CDS	864	ptxB_2			putative phosphite transport system-binding protein PtxB
AHKFPPHE_03046	CDS	831	phnE_2		COG3639	Phosphate-import permease protein PhnE
AHKFPPHE_03047	CDS	1011	ptxD	1.20.1.1		Phosphonate dehydrogenase
AHKFPPHE_03048	CDS	861	cysL_3		COG0583	HTH-type transcriptional regulator CysL
AHKFPPHE_03049	CDS	570				hypothetical protein
AHKFPPHE_03050	CDS	582				hypothetical protein
AHKFPPHE_03051	CDS	1140				hypothetical protein
AHKFPPHE_03052	CDS	1326	qseC_2	2.7.13.3		Sensor protein QseC
AHKFPPHE_03053	CDS	666	qseB_3			Transcriptional regulatory protein QseB
AHKFPPHE_03054	CDS	1317	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
AHKFPPHE_03055	CDS	381				hypothetical protein
AHKFPPHE_03056	CDS	474				hypothetical protein
AHKFPPHE_03057	CDS	2220				hypothetical protein
AHKFPPHE_03058	CDS	753				hypothetical protein
AHKFPPHE_03059	CDS	456				hypothetical protein
AHKFPPHE_03060	CDS	357				hypothetical protein
AHKFPPHE_03061	CDS	723	dsbD_3	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AHKFPPHE_03062	CDS	678				hypothetical protein
AHKFPPHE_03063	CDS	1326				IS1182 family transposase ISThsp1
AHKFPPHE_03064	CDS	291	bdbC		COG1495	Disulfide bond formation protein C
AHKFPPHE_03065	CDS	726	zitB_4			Zinc transporter ZitB
AHKFPPHE_03066	CDS	408	zntR_2		COG0789	HTH-type transcriptional regulator ZntR
AHKFPPHE_03067	CDS	624				hypothetical protein
AHKFPPHE_03068	CDS	843				hypothetical protein
AHKFPPHE_03069	CDS	639				hypothetical protein
AHKFPPHE_03070	CDS	1002				hypothetical protein
AHKFPPHE_03071	CDS	909	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
AHKFPPHE_03072	CDS	516	lspA_3	3.4.23.36	COG0597	Lipoprotein signal peptidase
AHKFPPHE_03073	CDS	897	zitB_5			Zinc transporter ZitB
AHKFPPHE_03074	CDS	990				hypothetical protein
AHKFPPHE_03075	CDS	519				hypothetical protein
AHKFPPHE_03076	CDS	1293				hypothetical protein
AHKFPPHE_03077	tRNA	77				tRNA-Arg(ccg)
AHKFPPHE_03078	CDS	546	yaeQ		COG4681	putative protein YaeQ
AHKFPPHE_03079	CDS	366				hypothetical protein
AHKFPPHE_03080	CDS	714	yohK		COG1346	Inner membrane protein YohK
AHKFPPHE_03081	CDS	1293	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
AHKFPPHE_03082	CDS	207				hypothetical protein
AHKFPPHE_03083	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
AHKFPPHE_03084	CDS	1356	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
AHKFPPHE_03085	CDS	1104		3.1.1.32	COG2829	Putative phospholipase A1
AHKFPPHE_03086	CDS	342				hypothetical protein
AHKFPPHE_03087	CDS	423				hypothetical protein
AHKFPPHE_03088	CDS	2019	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
AHKFPPHE_03089	CDS	2337	yhgF		COG2183	Protein YhgF
AHKFPPHE_03090	CDS	1560	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
AHKFPPHE_03091	CDS	219				hypothetical protein
AHKFPPHE_03092	CDS	540	dsbB		COG1495	Disulfide bond formation protein B
AHKFPPHE_03093	CDS	480	rsd		COG3160	Regulator of sigma D
AHKFPPHE_03094	CDS	714	mip	5.2.1.8	COG0545	Outer membrane protein MIP
AHKFPPHE_03095	CDS	381				hypothetical protein
AHKFPPHE_03096	CDS	543				hypothetical protein
AHKFPPHE_03097	CDS	1902	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
AHKFPPHE_03098	CDS	1527	ppx	3.6.1.11	COG0248	Exopolyphosphatase
AHKFPPHE_03099	CDS	327	trxA_1		COG0526	Thioredoxin 1
AHKFPPHE_03100	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
AHKFPPHE_03101	CDS	261	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
AHKFPPHE_03102	CDS	1215	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
AHKFPPHE_03103	CDS	573	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
AHKFPPHE_03104	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
AHKFPPHE_03105	CDS	1488	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
AHKFPPHE_03106	CDS	1035	tphA1II	1.14.12.15		Terephthalate 1,2-dioxygenase, reductase component 2
AHKFPPHE_03107	CDS	1242	hemY		COG3071	Protein HemY
AHKFPPHE_03108	CDS	1089	hemX		COG2959	Protein HemX
AHKFPPHE_03109	CDS	816	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
AHKFPPHE_03110	CDS	942	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
AHKFPPHE_03111	CDS	759	btsR		COG3279	Transcriptional regulatory protein BtsR
AHKFPPHE_03112	CDS	1113				hypothetical protein
AHKFPPHE_03113	CDS	1140	xerC_7			Tyrosine recombinase XerC
AHKFPPHE_03114	CDS	1647				hypothetical protein
AHKFPPHE_03115	CDS	1857				hypothetical protein
AHKFPPHE_03116	CDS	411				hypothetical protein
AHKFPPHE_03117	CDS	969	xerD		COG4974	Tyrosine recombinase XerD
AHKFPPHE_03118	CDS	912				hypothetical protein
AHKFPPHE_03119	CDS	1107				hypothetical protein
AHKFPPHE_03120	CDS	243				IS3 family transposase ISAve4
AHKFPPHE_03121	CDS	825				hypothetical protein
AHKFPPHE_03122	CDS	258				hypothetical protein
AHKFPPHE_03123	CDS	438				hypothetical protein
AHKFPPHE_03124	CDS	897	lig	6.5.1.1		DNA ligase
AHKFPPHE_03125	CDS	594				hypothetical protein
AHKFPPHE_03126	CDS	912				hypothetical protein
AHKFPPHE_03127	CDS	306				hypothetical protein
AHKFPPHE_03128	CDS	579				hypothetical protein
AHKFPPHE_03129	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
AHKFPPHE_03130	CDS	780				hypothetical protein
AHKFPPHE_03131	CDS	1308				hypothetical protein
AHKFPPHE_03132	CDS	2004	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_03133	CDS	702	creB		COG0745	Transcriptional regulatory protein CreB
AHKFPPHE_03134	CDS	2148				hypothetical protein
AHKFPPHE_03135	CDS	585				hypothetical protein
AHKFPPHE_03136	CDS	720	plsC_1	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
AHKFPPHE_03137	CDS	243				hypothetical protein
AHKFPPHE_03138	CDS	402	yecN		COG3788	Inner membrane protein YecN
AHKFPPHE_03139	CDS	441				hypothetical protein
AHKFPPHE_03140	CDS	1446				hypothetical protein
AHKFPPHE_03141	CDS	1455				hypothetical protein
AHKFPPHE_03142	CDS	564				hypothetical protein
AHKFPPHE_03143	CDS	1470	bphP	2.7.13.3		Bacteriophytochrome
AHKFPPHE_03144	CDS	4485	cheB_5	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
AHKFPPHE_03145	CDS	237	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
AHKFPPHE_03146	CDS	2760	acnA	4.2.1.3	COG1048	Aconitate hydratase A
AHKFPPHE_03147	CDS	318				hypothetical protein
AHKFPPHE_03148	CDS	909	lysO		COG2431	Lysine exporter LysO
AHKFPPHE_03149	CDS	957				hypothetical protein
AHKFPPHE_03150	CDS	2295				hypothetical protein
AHKFPPHE_03151	CDS	1620				hypothetical protein
AHKFPPHE_03152	CDS	810	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
AHKFPPHE_03153	CDS	831		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
AHKFPPHE_03154	CDS	1272	dadA_2	1.4.99.-	COG0665	D-amino acid dehydrogenase
AHKFPPHE_03155	CDS	684	trmL_3	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
AHKFPPHE_03156	CDS	1176				hypothetical protein
AHKFPPHE_03157	CDS	1188	oprF_2		COG2885	Outer membrane porin F
AHKFPPHE_03158	CDS	2280	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
AHKFPPHE_03159	CDS	417				hypothetical protein
AHKFPPHE_03160	CDS	1863	ltrA		COG3344	Group II intron-encoded protein LtrA
AHKFPPHE_03161	tRNA	76				tRNA-Met(cat)
AHKFPPHE_03162	CDS	1848	rpoD		COG0568	RNA polymerase sigma factor RpoD
AHKFPPHE_03163	CDS	1752	dnaG	2.7.7.-	COG0358	DNA primase
AHKFPPHE_03164	CDS	216	rpsU		COG0828	30S ribosomal protein S21
AHKFPPHE_03165	CDS	1056	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
AHKFPPHE_03166	CDS	699	plsY	2.3.1.15		Glycerol-3-phosphate acyltransferase
AHKFPPHE_03167	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
AHKFPPHE_03168	CDS	516				hypothetical protein
AHKFPPHE_03169	CDS	1662	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AHKFPPHE_03170	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
AHKFPPHE_03171	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
AHKFPPHE_03172	CDS	501	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
AHKFPPHE_03173	CDS	1371	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
AHKFPPHE_03174	CDS	1404	zraR		COG2204	Transcriptional regulatory protein ZraR
AHKFPPHE_03175	CDS	2964	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_03176	CDS	177				hypothetical protein
AHKFPPHE_03177	CDS	918	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
AHKFPPHE_03178	CDS	441	dksA_2		COG1734	RNA polymerase-binding transcription factor DksA
AHKFPPHE_03179	CDS	732	sfsA		COG1489	Sugar fermentation stimulation protein A
AHKFPPHE_03180	CDS	1581				putative protein
AHKFPPHE_03181	CDS	2334	mrcB		COG0744	Penicillin-binding protein 1B
AHKFPPHE_03182	CDS	585				hypothetical protein
AHKFPPHE_03183	CDS	891				hypothetical protein
AHKFPPHE_03184	CDS	588	sigR		COG1595	ECF RNA polymerase sigma factor SigR
AHKFPPHE_03185	CDS	687				hypothetical protein
AHKFPPHE_03186	CDS	402				hypothetical protein
AHKFPPHE_03187	CDS	1323				hypothetical protein
AHKFPPHE_03188	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
AHKFPPHE_03189	CDS	669	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
AHKFPPHE_03190	CDS	642	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AHKFPPHE_03191	CDS	423				hypothetical protein
AHKFPPHE_03192	CDS	1776	clcB			Voltage-gated ClC-type chloride channel ClcB
AHKFPPHE_03193	CDS	1038	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
AHKFPPHE_03194	CDS	741				hypothetical protein
AHKFPPHE_03195	CDS	432				hypothetical protein
AHKFPPHE_03196	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
AHKFPPHE_03197	CDS	1101	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
AHKFPPHE_03198	CDS	1389	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
AHKFPPHE_03199	CDS	1311	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
AHKFPPHE_03200	CDS	2430				hypothetical protein
AHKFPPHE_03201	CDS	528				hypothetical protein
AHKFPPHE_03202	CDS	1449				hypothetical protein
AHKFPPHE_03203	CDS	219				hypothetical protein
AHKFPPHE_03204	CDS	1086				hypothetical protein
AHKFPPHE_03205	CDS	738				hypothetical protein
AHKFPPHE_03206	CDS	1068				hypothetical protein
AHKFPPHE_03207	CDS	597				hypothetical protein
AHKFPPHE_03208	CDS	999				hypothetical protein
AHKFPPHE_03209	CDS	954				hypothetical protein
AHKFPPHE_03210	CDS	1218				hypothetical protein
AHKFPPHE_03211	CDS	1710				hypothetical protein
AHKFPPHE_03212	CDS	1311				IS256 family transposase ISMaq7
AHKFPPHE_03213	CDS	714				hypothetical protein
AHKFPPHE_03214	CDS	735				hypothetical protein
AHKFPPHE_03215	CDS	279				hypothetical protein
AHKFPPHE_03216	CDS	930	czcD_3		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
AHKFPPHE_03217	CDS	930	chrB1			Protein ChrB
AHKFPPHE_03218	CDS	1452				hypothetical protein
AHKFPPHE_03219	CDS	219				hypothetical protein
AHKFPPHE_03220	CDS	354				hypothetical protein
AHKFPPHE_03221	CDS	558	mntP_2		COG1971	putative manganese efflux pump MntP
AHKFPPHE_03222	CDS	954	corA		COG0598	Magnesium transport protein CorA
AHKFPPHE_03223	CDS	1068	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
AHKFPPHE_03224	CDS	801	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
AHKFPPHE_03225	CDS	1047				hypothetical protein
AHKFPPHE_03226	CDS	1956				hypothetical protein
AHKFPPHE_03227	CDS	963				hypothetical protein
AHKFPPHE_03228	CDS	645				hypothetical protein
AHKFPPHE_03229	CDS	870	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
AHKFPPHE_03230	CDS	147				hypothetical protein
AHKFPPHE_03231	CDS	777				hypothetical protein
AHKFPPHE_03232	CDS	1332	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
AHKFPPHE_03233	CDS	783				hypothetical protein
AHKFPPHE_03234	CDS	891	pcpR_2			PCP degradation transcriptional activation protein
AHKFPPHE_03235	CDS	1224				hypothetical protein
AHKFPPHE_03236	CDS	114				hypothetical protein
AHKFPPHE_03237	CDS	828				IS3 family transposase ISXcd1
AHKFPPHE_03238	CDS	144				hypothetical protein
AHKFPPHE_03239	CDS	807				hypothetical protein
AHKFPPHE_03240	CDS	1710				hypothetical protein
AHKFPPHE_03241	CDS	672				hypothetical protein
AHKFPPHE_03242	CDS	1635	dmdB_2	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
AHKFPPHE_03243	CDS	1599	alkJ	1.1.99.-		Alcohol dehydrogenase [acceptor]
AHKFPPHE_03244	CDS	1455	alkH	1.2.1.3		Aldehyde dehydrogenase
AHKFPPHE_03245	CDS	519	alkG			Rubredoxin-2
AHKFPPHE_03246	CDS	1221	alkB1	1.14.15.3		Alkane 1-monooxygenase 1
AHKFPPHE_03247	CDS	2628	alkS		COG2909	HTH-type transcriptional regulator AlkS
AHKFPPHE_03248	CDS	3216				hypothetical protein
AHKFPPHE_03249	CDS	1341				hypothetical protein
AHKFPPHE_03250	CDS	423				hypothetical protein
AHKFPPHE_03251	CDS	396	ectC_2	4.2.1.108		L-ectoine synthase
AHKFPPHE_03252	CDS	1632	emrB_2			Multidrug export protein EmrB
AHKFPPHE_03253	CDS	1179	emrK		COG1566	putative multidrug resistance protein EmrK
AHKFPPHE_03254	CDS	471	slyA_2			Transcriptional regulator SlyA
AHKFPPHE_03255	CDS	435				Putative universal stress protein
AHKFPPHE_03256	CDS	285				hypothetical protein
AHKFPPHE_03257	CDS	294				hypothetical protein
AHKFPPHE_03258	CDS	303	tnpR			Transposon Tn3 resolvase
AHKFPPHE_03259	CDS	363				hypothetical protein
AHKFPPHE_03260	CDS	198				hypothetical protein
AHKFPPHE_03261	CDS	324				hypothetical protein
AHKFPPHE_03262	CDS	816	ygiD_2	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
AHKFPPHE_03263	CDS	1086	smc_5			Chromosome partition protein Smc
AHKFPPHE_03264	CDS	1260	xerC_8			Tyrosine recombinase XerC
AHKFPPHE_03265	CDS	3030				Tn3 family transposase ISPa43
AHKFPPHE_03266	CDS	390				hypothetical protein
AHKFPPHE_03267	rRNA	108				5S ribosomal RNA
AHKFPPHE_03268	CDS	255	tusA_3		COG0425	Sulfur carrier protein TusA
AHKFPPHE_03269	CDS	126				hypothetical protein
AHKFPPHE_03270	CDS	1173				hypothetical protein
AHKFPPHE_03271	CDS	609	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
AHKFPPHE_03272	CDS	2886	napA_2	1.7.99.4		Nitrate reductase
AHKFPPHE_03273	CDS	189				hypothetical protein
AHKFPPHE_03274	CDS	612	torD			Chaperone protein TorD
AHKFPPHE_03275	CDS	624				hypothetical protein
AHKFPPHE_03276	CDS	579				hypothetical protein
AHKFPPHE_03277	CDS	1980	rsxB_2			Electron transport complex subunit RsxB
AHKFPPHE_03278	CDS	846	apbC_2		COG0489	Iron-sulfur cluster carrier protein
AHKFPPHE_03279	CDS	705				hypothetical protein
AHKFPPHE_03280	CDS	477				hypothetical protein
AHKFPPHE_03281	CDS	1278	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
AHKFPPHE_03282	CDS	492	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
AHKFPPHE_03283	CDS	624	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
AHKFPPHE_03284	CDS	870	fdhD		COG1526	Sulfur carrier protein FdhD
AHKFPPHE_03285	CDS	807	tupA			Tungstate-binding protein TupA
AHKFPPHE_03286	CDS	744	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
AHKFPPHE_03287	CDS	699	tupB		COG4662	Tungstate uptake system permease protein TupB
AHKFPPHE_03288	CDS	885				hypothetical protein
AHKFPPHE_03289	CDS	1125				hypothetical protein
AHKFPPHE_03290	CDS	168				hypothetical protein
AHKFPPHE_03291	CDS	885	gcvA_2			Glycine cleavage system transcriptional activator
AHKFPPHE_03292	CDS	1146	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AHKFPPHE_03293	CDS	789	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AHKFPPHE_03294	CDS	777		1.-.-.-		putative oxidoreductase
AHKFPPHE_03295	CDS	1050	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
AHKFPPHE_03296	CDS	1563	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AHKFPPHE_03297	CDS	1239				hypothetical protein
